Url,Phone,Security,Status,Latency
http://www.ocruzamento.com,269476541,True,200,0.19
https://www.restauranteavenidadapraia.pt/,234838494,True,200,0.64
https://www.pizzariaocanadiano.pt/,296286433,True,200,0.57
https://www.panifexopadeiro.pt,232688215,True,200,0.76
http://restaurantetigracinda.pt/pt,212180723,False,404,999
https://www.restauranteaestalagem.pt,245583537,True,200,0.8
https://www.somosumregalo.pt,219243890,True,200,0.24
https://www.restaurantekimkim.pt,224892409,True,200,0.8
https://www.restauranteohcarlos.pt/,212961128,True,200,0.79
https://www.restauranteohorta.pt,289714215,True,200,0.81
https://www.restaurantedomduartedois.pt/,239701461,True,200,0.28
https://www.restaurantespezarroz.pt,222055515,True,200,0.33
https://www.restaurantezepataco.com,232671121,True,200,1.44
https://restauranteoforno.pt/pt,243241163,False,404,999
https://www.restauranterocha.pt/,295905185,True,200,0.82
https://www.restaurantelucas.com,219204045,True,200,0.31
https://www.luizdarocha.pt,284323179,True,200,0.8
https://www.manjardomar.pt/,253924800,True,200,0.77
http://www.ofaia.com/,213421923,False,200,0.29
http://graderestaurante.pt/pt,229955761,False,404,999
http://prazeresdabairrada.pt,229377905,True,200,0.33
https://www.restaurantenovareal.pt/,259372452,True,200,0.3
http://www.churrasqueirafomedeleao.pt,218470990,True,200,0.23
https://www.joaquimpacheco.pt/,229743968,True,200,0.54
http://www.restauranteopatio.pt,222034028,True,200,0.28
https://www.califa.pt,217785030,True,200,0.19
https://www.restauranteprovas.pt,223744297,True,200,0.55
https://www.restaurantemiradouro.pt/,276333067,True,200,0.55
http://www.pastelarias-martinica.pt,243241139,True,200,0.23
https://www.casalentejo.pt/,268620359,True,200,0.81
http://www.zizi.pt,227620728,True,200,0.2
https://www.churrasqueirarotundadaboavista.pt,220416864,True,200,0.54
https://www.churrasqueirasolardegrijo.pt,220423390,True,200,0.31
https://www.amoremio.pt,218475257,True,200,0.24
https://www.hamburgueriagarfoefaka.pt,210445641,True,200,0.5
http://www.gaspachoemigas.com,282039183,True,200,3.11
https://www.restaurantedomduarte.pt,244766326,True,200,0.56
https://www.brasileiropereiro.pt,220406539,True,200,0.78
https://www.cervejaria-edmundo.pt/,217153335,True,200,0.21
http://restauranteopicadeiro.com.pt,249312489,True,200,0.26
https://www.restaurantecasadesaopedro.pt,255698700,True,200,0.8
https://www.restauranteolavrador.pt/,276332838,True,200,0.52
http://www.restauranteomotorista.pt,219594849,True,200,0.19
https://restaurante-barriga-cheia-2-restaurant.negocio.site/,216052308,False,404,999
https://www.restauranteobras.pt/,236655405,True,200,0.79
https://www.restauranteopastor.pt,239559250,True,200,0.33
http://bella-vita.pt/,282358556,False,200,0.87
http://www.restaurantemineiro.pt,219341677,True,200,0.23
https://www.grelhasete.pt,212245252,True,200,0.78
https://www.kaffeehaus-lisboa.com,210956828,True,200,2.29
https://www.restaurantecampinas.pt/,213639893,True,200,0.25
http://3naus.pt/site/,241855333,False,200,1.1
https://www.musaxidoisrestaurantejapones.pt/,229746908,True,200,0.76
http://www.restaurantealbatroz.pt/,239913532,False,200,0.38
http://www.centraldosleitoes.com/,212972180,True,200,1.05
http://www.churrasqueiradomonte.pt,212954376,True,200,0.25
http://www.restauranteovalente.pt,278339140,True,200,0.19
https://www.mergulharnossabores.pt/,236098142,True,200,0.52
http://www.restaurantemarisqueiraocasalinho.pt,262551328,True,200,0.19
http://www.churrasqueiracantinhodagranja.pt,263976156,True,200,0.22
http://restaurantecachalote.com/pt,291853180,False,200,0.25
https://www.restauranteoalberto.pt/,282769387,True,200,0.8
http://restaurantepina.pt/pt,266707308,False,404,999
http://www.restaurantelotanova-carluzbar.pt,233412780,True,200,0.2
http://caldeirasevulcoes.com/,296584312,False,200,0.87
https://domfeijao.com/,218464038,True,200,0.36
http://www.churrasqueiralebre.pt,249538318,True,200,0.25
https://www.restaurantetabernacasacosta.pt/,239717739,True,200,0.79
https://www.adegafaustino.pt,276322142,True,200,0.77
https://jardinmagnolia.pt/,291700386,True,200,0.56
http://www.recantodosmouros.com/,282443240,True,200,1.53
https://www.omestre.com.pt,212331945,True,200,0.51
http://restaurantebarcasadafonte.pt/pt,289514578,False,404,999
https://www.pizzamovel.com.pt/,210449531,True,200,0.21
https://www.restaurante-otacho.pt/,271214002,True,200,0.49
https://www.restaurantehoracio.pt,212751256,True,200,0.25
http://www.restaurantedonaelvira.pt,239421480,True,200,0.2
https://www.ristorantepizzeriabelladona.pt,256831950,True,200,0.31
https://a-cozinha.pt/,272323677,True,200,0.76
https://www.like-eventus.pt/,236212155,True,200,1.11
https://ericeiraeats.pt/home/,910575929,True,200,0.22
http://juicyburger.pt,282014404,True,200,1.06
http://www.restauranteavalenciana.pt,210478451,True,200,0.21
https://www.donatella.pt,+351961631791,True,200,2.54
https://qrd.by/triangular,+351266701055,True,200,0.61
https://espacogrill.pt/,915932075,True,200,0.42
http://www.pizzariamozzarella.pt,265524870,True,200,0.2
https://www.chadabarra.pt/,214418195,True,200,1.78
https://www.pizzariamozzarella.pt/,265527954,True,200,0.21
https://www.grandemundo.pt/,214360187,True,200,0.27
http://www.cafededes.com/,935269319,False,200,0.5
http://www.davinci-pizzaria.com,271083325,True,200,0.35
https://edosushi.pt/,218943169,True,200,2.91
https://gurkhakitchencarvoeiro.com/,920169028,True,200,1.27
https://gurkharestaurant.makro.rest/,932313052,True,200,1.91
http://terasu-restaurant.business.site/,937184473,False,404,999
https://tapasdomundo.com/,925646011,True,200,0.86
http://www.restaurantecolmeia.com,271213389,True,200,0.51
https://www.focacciaazores.pt/,296282196,True,200,0.91
http://simpleguarda.negocio.site,271212149,False,404,999
https://gurkharestaurantandbar.makro.rest/,214056155,True,200,0.37
https://cafe-esplanada.business.site/,253319161,False,404,999
https://www.restaurantesapporo.pt,966108158,False,404,999
http://www.restauranteopatraozinho.pt,255777332,False,404,999
https://mariapaparica.pt/,911106033,True,200,0.43
http://mariapetisqueira.pt,910361842,False,200,0.31
https://www.artiswinebar.pt/,213424795,True,200,0.73
https://inoutbistroclub.com/,271087842,True,200,1.54
http://restauranteolusitano.pt,229375902,True,200,0.29
https://www.duxrestaurante.com/,916001204,True,200,0.86
http://www.restaurantepinheiro1979.pt,214783219,False,404,999
https://restaurante-antiga-casa-mota.webnode.pt/?fbclid=iwar0_ardptmv5wtvxw5lajbl6zxiqd2an4xb8xzgeecen4_zfemvjeyfhdz0,229811524,True,200,0.93
http://www.restauranteocacador.com,271211702,True,200,0.19
https://himaorientaltaste.pt/,272325378,True,200,2.68
https://scuver.web.app/,912287967,True,200,0.87
http://www.videirarestaurante.com,924255001,True,200,0.19
https://atithi.pt/pt/,213521676,True,200,0.41
https://www.marisqueirasardinha.com/,271215448,True,200,1.37
http://www.boulevardbh.com,226000570,True,200,0.23
https://caferestaurante3reis.negocio.site/?fbclid=iwar1plc73ykpapol5dva1emnxfjdqsvtd3o4m5zkuyrohebys7dzgizhs_zk,211507846,False,404,999
https://www.residencialborges.pt/,259511302,True,200,0.76
https://www.order.store/pt/store/os-pecados-do-chef/0da1kzlnrxyqsxmklwmthw,966614858,True,200,1.53
https://royalspice.pt/,212496261,True,200,0.84
https://venham-mais-5-o-original.business.site/,220941990,False,404,999
https://restauranteoviso.pt/,232405215,True,200,0.27
https://feira-dos-sabores.negocio.site/,232386075,False,404,999
https://palatino.pt/,219833308,True,200,0.49
https://www.biradosnamorados.pt/,253039571,True,200,2.83
http://www.telepizza.pt,253213980,True,200,0.48
http://www.soadro.com/,275487114,True,200,0.73
https://100-truques-churrasqueira.negocio.site/,927351327,False,404,999
https://www.restaurantebacalhau.com/?fbclid=iwar1okpvxtkzx9n-berdxpw-h0bddg28wcxtghtcrkaj332tesyppbqrjjoy,932323009,True,200,0.55
http://www.mcdonalds.pt,271237278,True,200,0.29
http://www.issimo.pt,222010430,False,200,0.72
http://www.totalfinaelf.com,296285269,False,409,999
https://www.alabote.net/,296473516,True,200,0.6
https://www.restaurantemachado.pt/,239431577,True,200,0.84
http://www.club-nau.com/pt-pt/club-nau-3/,282484414,True,200,0.06
https://malheiro.pt/,918359643,True,200,1.14
https://garrincha.restaurant/,214055860,True,200,1.4
http://www.peroladaserra.pt,212350240,False,200,0.51
https://www.pie-lagos.com/,282184509,True,200,0.76
https://toctocpt.com/,962629465,True,200,0.71
