Url,Phone,Security,Status,Latency
https://www.facebook.com/oproverbiorestaurante/,219666328,False,400,999
https://www.facebook.com/RestauranteCinderela/,289803456,False,400,999
https://www.facebook.com/profile.php?id=100089641394666,218491741,False,400,999
https://www.facebook.com/people/Churrasqueira-O-Reis-de-Oeiras/100077254252049/,214420814,False,400,999
https://www.instagram.com/nopontojanas/,961326789,True,200,0.34
https://www.instagram.com/churrasqueiraoreislindaavelha/,214192808,True,200,0.25
https://www.facebook.com/pages/Solarika/1434870200071658,916255171,False,400,999
https://www.instagram.com/solar_da_madalena/,961654862,True,200,0.28
https://www.facebook.com/LeitaoTostado/,244685345,False,400,999
https://www.facebook.com/restauranteosmartins/?tn-str=k*F,214919285,False,400,999
https://pt-pt.facebook.com/RestauranteOArcoDaVelha,282458468,False,400,999
https://www.facebook.com/profile.php?id=100063563469305,244695736,False,400,999
https://www.facebook.com/pages/restaurante-zico/177434918991852,234429649,False,400,999
http://www.facebook.com/p%c3%a3o-de-a%c3%a7ucar-689850344371058,218485260,False,400,999
https://www.facebook.com/mogaprimavera,279341285,False,400,999
https://pt-pt.facebook.com/Restaurante.O.Tirol/,236212404,False,400,999
https://www.facebook.com/pizzaria-jona-467077986748671/,266501383,False,400,999
https://pt-pt.facebook.com/pg/restaurante-ramos-1528860627341966/about/?ref=page_internal,289818481,False,400,999
https://pt-pt.facebook.com/pg/churrasqueiralvorada/about/?ref=page_internal,243324912,False,400,999
https://www.facebook.com/pg/chaodave/about/?ref=page_internal,256465864,False,400,999
https://www.facebook.com/agrelha.restaurante.75/,235208867,False,400,999
https://www.facebook.com/Restaurante-Costaneira-139746142893366/?ref=page_internal,296584123,False,400,999
https://www.facebook.com/miromarestaurantefurnas/,296584422,False,400,999
https://www.facebook.com/restaurantespedromindelo,917632739,False,400,999
https://www.facebook.com/pages/category/restaurant/casa-jaime-da-rita-o-chalana-263868090612263/,253631275,False,400,999
https://www.facebook.com/RestauranteMarisqueiraTailandia/,214371346,False,400,999
https://pt-pt.facebook.com/pg/alvoradacakes/about/?ref=page_internal,255213648,False,400,999
https://www.facebook.com/pg/restaurante-o-prontinho-1640834126177751/about/?ref=page_internal,272682338,False,400,999
https://www.facebook.com/takeawayaltavila,252681286,False,400,999
https://www.facebook.com/RestauranteOCareto/,273919112,False,400,999
https://www.facebook.com/restsashimi/,965557446,False,400,999
https://www.facebook.com/Churrasqueira-do-Carioca-599790883428621,963435016,False,400,999
https://www.facebook.com/casalagarto.PT,265417308,False,400,999
https://www.facebook.com/telheiropraiavieira/,244695224,False,400,999
https://facebook.com/miraodouro/,254858428,False,400,999
https://www.facebook.com/profile.php?id=100088786416356,255732258,False,400,999
https://facebook.com/churrasqueira.virabrasas/,236631082,False,400,999
https://facebook.com/st.antonio15/,962115113,False,400,999
https://www.instagram.com/restauranteocoche/,213630424,True,200,0.24
https://www.facebook.com/profile.php?id=100043956236189,919373758,False,400,999
https://www.facebook.com/people/Restaurante-Intimo/100063553672268/,284329102,False,400,999
https://www.facebook.com/dawatindiangrillrestaurant/,920432229,False,400,999
http://www.facebook.com/restaurante-solar-da-beira-508595049176265,965104987,False,400,999
http://www.facebook.com/bifanasecompanhiavn,265423096,False,400,999
http://www.facebook.com/pages/restaurante-cantinho-dav%c3%b3/566515910070917,271215069,False,400,999
http://www.facebook.com/pages/category/hospitality-service/petiscos-mordiscos-657410287990581,271212116,False,400,999
https://www.instagram.com/marianushamburgueriaartesanal/,927511786,True,200,0.33
https://www.facebook.com/congacasadasbifanas,222000113,False,400,999
https://www.facebook.com/mercadodasbifanas/,265890332,False,400,999
https://www.facebook.com/servlpronto/,962480998,False,400,999
https://www.facebook.com/p/a-chamin%c3%a9-100063589178296/,265892394,False,400,999
https://www.facebook.com/imperio.das.bifanas/,967567917,False,400,999
http://www.facebook.com/atasquinha,271212170,False,400,999
https://www.facebook.com/mariano.j.valentim/,265893873,False,400,999
https://www.facebook.com/passioncafevn/,265281078,False,400,999
https://www.facebook.com/a.lendourorestaurante/,963377374,False,400,999
https://www.facebook.com/canto.dos.sabores/,265805174,False,400,999
http://www.facebook.com/brasamagica,271238921,False,400,999
http://instagram.com/ferrinho_rest,271211990,True,200,0.25
https://www.facebook.com/tasquinhadolagarto,213883202,False,400,999
https://www.facebook.com/p/restaurante-versalhes-100063613478319/?locale=pt_pt&paipv=0&eav=afb3m0p7dt1vgxik8gnhnxtzfi6w_e2hi927awvpwgeyejkidfkbeehvqyg2c_53w5m&_rdr,271224833,False,400,999
http://www.facebook.com/armazemdosgrelhadosguarda,271080210,False,400,999
https://www.facebook.com/ogranhao/,265497155,False,400,999
http://www.facebook.com/kitchenepal,272324326,False,400,999
http://www.facebook.com/cinecittasnackbar,253064504,False,400,999
